the_geom,the_geom_webmercator,objectid,year,dc_key,code,date_,time,race,sex,age,wound,officer_involved,offender_injured,offender_deceased,location,latino,point_x,point_y,dist,inside,outside,fatal,lat,lng
0101000020E610000078FDF63344CA52C0E5DED30758FE4340,0101000020110F0000F10B39B8B8EA5FC139B718910F8E5241,12658575,2022,2.02222E+11,400,2022-11-18 00:00:00+00,4:24:00,B,M,40,Multiple,N,N,N,2200 BLOCK N CHADWICK ST,0,-75.16041278,39.98706148,22,0,1,0,39.98706148,-75.16041278
0101000020E6100000776DEB7E80CE52C02709B233BFFE4340,0101000020110F0000FC8E0280EAF15FC101CE9BEE818E5241,12658576,2016,2.01619E+11,300,2016-07-26 00:00:00+00,5:12:00,B,M,28,Multiple,N,N,N,2200 BLOCK Bryn Mawr Ave,0,-75.22659276,39.99021002,19,0,1,0,39.99021002,-75.22659276
0101000020E6100000F169CA2580CF52C037685485ABFA4340,0101000020110F00002C351BC09CF35FC171F69541FD895241,12658577,2016,2.01618E+11,100,2016-06-26 00:00:00+00,11:46:00,B,M,24,Multiple,N,N,N,200 BLOCK S Edgewood St,0,-75.24219651,39.9583594,18,0,1,1,39.9583594,-75.24219651
0101000020E61000004F1E7994C8CA52C0D5D10E0B77FF4340,0101000020110F000028AD439399EB5FC171139DBB4D8F5241,12658578,2023,2.02339E+11,400,2023-07-18 00:00:00+00,1:29:00,B,F,22,Shoulder,N,N,N,2200 BLOCK W LEHIGH AVE,0,-75.16849243,39.99582041,39,0,1,0,39.99582041,-75.16849243
0101000020E61000004F1E7994C8CA52C0D5D10E0B77FF4340,0101000020110F000028AD439399EB5FC171139DBB4D8F5241,12658579,2023,2.02339E+11,400,2023-07-18 00:00:00+00,1:29:00,B,F,21,Arm,N,N,N,2200 BLOCK W LEHIGH AVE,0,-75.16849243,39.99582041,39,0,1,0,39.99582041,-75.16849243
0101000020E6100000B18331BFE6C952C0AEEF055E14094440,0101000020110F0000875397F919EA5FC1715F64E5F7995241,12658580,2022,2.02214E+11,100,2022-07-04 00:00:00+00,16:23:00,B,M,39,Multiple,N,N,N,2200 BLOCK E WASHINGTON LN,0,-75.15470867,40.07093406,14,0,1,1,40.07093406,-75.15470867
0101000020E61000002F6B62816FCA52C066069E3973FE4340,0101000020110F0000D171EC4502EB5FC1DB1419B62D8E5241,12658581,2022,2.02222E+11,400,2022-06-20 00:00:00+00,0:24:00,B,M,38,Multiple,N,N,N,2200 BLOCK N CLEVELAND ST,0,-75.16305575,39.98789139,22,0,1,0,39.98789139,-75.16305575
0101000020E610000014DE92DAD3CB52C00A77DB434AF64340,0101000020110F0000006116915FED5FC18519083523855241,12658582,2021,2.02101E+11,400,2021-11-03 00:00:00+00,2:39:00,A,M,52,Multiple,N,N,N,2200 BLOCK S 23RD ST,0,-75.18480553,39.92414139,1,0,1,0,39.92414139,-75.18480553
0101000020E610000014DE92DAD3CB52C00A77DB434AF64340,0101000020110F0000006116915FED5FC18519083523855241,12658583,2021,2.02101E+11,400,2021-11-03 00:00:00+00,2:39:00,A,F,47,Multiple,N,N,N,2200 BLOCK S 23RD ST,0,-75.18480553,39.92414139,1,0,1,0,39.92414139,-75.18480553
0101000020E6100000C56CD11BD1CA52C08CFE863F79FF4340,0101000020110F0000E83CE50FA8EB5FC13CA5642D508F5241,12658584,2016,2.01639E+11,1500,2016-05-18 00:00:00+00,21:30:00,B,M,0,Arm,N,N,N,2200 BLOCK W Lehigh Ave,0,-75.16901298,39.9958877,39,0,1,0,39.9958877,-75.16901298
0101000020E6100000ED1C77086BC452C021881CF033014440,0101000020110F0000D7EB37A0C9E05FC17A0EB6FF3A915241,12658585,2016,2.01615E+11,400,2016-10-27 00:00:00+00,9:00:00,W,M,29,Leg,N,N,N,2200 BLOCK Bridge St,1,-75.06903278,40.00939752,15,0,1,0,40.00939752,-75.06903278
0101000020E610000083BE782FCCCB52C00CBA31FB44F64340,0101000020110F000012A18F8A52ED5FC11DA4055B1D855241,12658586,2018,2.01801E+11,400,2018-01-23 00:00:00+00,11:41:00,B,M,18,Multiple,N,N,N,2200 BLOCK S Hemberger St,0,-75.18433749,39.92398014,1,0,1,0,39.92398014,-75.18433749
0101000020E6100000BC600DA362CA52C0031F6A7886FE4340,0101000020110F0000D93B2B6AECEA5FC17699680B438E5241,12658587,2021,2.02122E+11,400,2021-01-11 00:00:00+00,21:43:00,B,M,39,Multiple,N,N,N,2200 BLOCK N 18TH ST,0,-75.16227032,39.98847872,22,0,1,0,39.98847871,-75.16227032
0101000020E61000005E3FED85BCCE52C076A8640819FF4340,0101000020110F000063FD6A7650F25FC194638283E58E5241,12658588,2022,2.02219E+11,400,2022-02-22 00:00:00+00,1:50:00,W,F,42,Hip,N,N,N,2300 BLOCK N 52ND ST,0,-75.23025654,39.99295144,19,0,1,0,39.99295144,-75.23025654
0101000020E6100000B5292688DDC852C006B7F7A139FE4340,0101000020110F000002B0067B57E85FC1E7C62CDFED8D5241,12658589,2017,2.01726E+11,400,2017-06-15 00:00:00+00,13:20:00,W,M,15,Ankle,N,N,N,2300 BLOCK N 3rd St,0,-75.13852123,39.98613381,26,0,1,0,39.98613381,-75.13852123
0101000020E61000007B4963B4CECB52C01CC7F6F725F74340,0101000020110F00002A1E04D256ED5FC10606D08716865241,12658590,2019,2.01917E+11,100,2019-12-25 00:00:00+00,13:39:00,B,M,31,Back,N,N,N,2300 BLOCK WATKINS ST,0,-75.18449125,39.93084621,17,0,1,1,39.93084621,-75.18449125
0101000020E6100000F3DD948F30CF52C0FF77026998FB4340,0101000020110F00005837769015F35FC1AB06C9BE038B5241,12658591,2020,2.02019E+11,100,2020-06-22 00:00:00+00,1:17:00,B,M,33,Head,N,N,N,200 BLOCK N HOBART ST,0,-75.23733892,39.96558869,19,0,1,1,39.96558869,-75.23733892
0101000020E6100000078D89622CC852C0F591C62EF2034440,0101000020110F000093A625942AE75FC1ADB788CB45945241,12658592,2019,2.01935E+11,100,2019-02-28 00:00:00+00,18:45:00,B,M,24,Multiple,N,N,N,200 BLOCK W Wellens St,0,-75.12770904,40.03082833,35,0,1,1,40.03082833,-75.12770904
0101000020E6100000C6F4296C2BC852C022A78ED902044440,0101000020110F00004133A8F128E75FC13F4F324858945241,12658593,2018,2.01835E+11,400,2018-04-13 00:00:00+00,14:49:00,B,F,61,Leg,N,N,N,200 BLOCK W Fisher Ave,0,-75.1276503,40.03133697,35,0,1,0,40.03133697,-75.1276503
0101000020E610000064BC7BBA19CA52C05F96555CC5FE4340,0101000020110F00007838859270EA5FC145575AC2888E5241,12658594,2023,2.02322E+11,100,2023-02-21 00:00:00+00,6:48:00,B,M,33,Multiple,N,N,N,2400 BLOCK N SYDENHAM ST,0,-75.15782034,39.99039797,22,0,1,1,39.99039797,-75.15782034
0101000020E6100000F75089882ECA52C06E6D9F5DD7FE4340,0101000020110F0000BE815BE993EA5FC187D7E4B79C8E5241,12658595,2023,2.02322E+11,400,2023-04-09 00:00:00+00,19:16:00,B,M,47,Multiple,N,N,N,2400 BLOCK N BANCROFT ST,0,-75.15909017,39.99094744,22,0,1,0,39.99094744,-75.15909017
0101000020E6100000D9DDD1395ECB52C0A16561783AFF4340,0101000020110F000062718BC397EC5FC1815CE9940A8F5241,12658596,2020,2.02022E+11,400,2020-08-31 00:00:00+00,20:55:00,B,M,33,Multiple,N,N,N,2500 BLOCK N 28TH ST,0,-75.17762609,39.99397187,22,0,1,0,39.99397187,-75.17762609
0101000020E6100000DCDCD2497ACE52C0C94D607C49F64340,0101000020110F00004946C5F4DFF15FC1E69A1D5822855241,12658597,2022,2.02212E+11,400,2022-09-06 00:00:00+00,3:18:00,W,M,33,Multiple,N,N,N,2500 BLOCK S FELTON ST,0,-75.22621389,39.92411761,12,0,1,0,39.92411761,-75.22621389
0101000020E61000002F82ADAF41C752C061B9317FFD054440,0101000020110F000021355DEB9BE55FC1856787508A965241,12658598,2021,2.02135E+11,100,2021-10-26 00:00:00+00,23:50:00,B,M,16,Multiple,N,N,N,200 BLOCK FARISTON DR,0,-75.11338417,40.04679861,35,0,1,1,40.04679861,-75.11338417
0101000020E6100000D6D2927D06CA52C06DC15ACE08FF4340,0101000020110F0000CCC310E54FEA5FC184727D86D38E5241,12658599,2017,2.01722E+11,400,2017-06-11 00:00:00+00,11:55:00,B,F,35,Leg,N,N,N,2500 BLOCK N 15th St,0,-75.15664615,39.99245624,22,0,1,0,39.99245624,-75.15664615
0101000020E61000009783A8149EC952C0185D9C00DCFE4340,0101000020110F00004B2E508B9EE95FC177CEB6DBA18E5241,12658600,2020,2.02022E+11,400,2020-05-29 00:00:00+00,22:50:00,B,F,17,Abdomen,N,N,N,2500 BLOCK N JESSUP ST,0,-75.15027348,39.99108894,22,0,1,0,39.99108894,-75.15027348
0101000020E61000009783A8149EC952C0185D9C00DCFE4340,0101000020110F00004B2E508B9EE95FC177CEB6DBA18E5241,12658601,2020,2.02022E+11,400,2020-05-29 00:00:00+00,22:50:00,B,M,33,Head,N,N,N,2500 BLOCK N JESSUP ST,0,-75.15027348,39.99108894,22,0,1,0,39.99108894,-75.15027348
0101000020E61000009783A8149EC952C0185D9C00DCFE4340,0101000020110F00004B2E508B9EE95FC177CEB6DBA18E5241,12658602,2020,2.02022E+11,400,2020-05-29 00:00:00+00,22:50:00,B,F,15,Leg,N,N,N,2500 BLOCK N JESSUP ST,0,-75.15027348,39.99108894,22,0,1,0,39.99108894,-75.15027348
0101000020E6100000026C592159C852C05354A29174024440,0101000020110F00001F454C9576E75FC1DC15238D9E925241,12658603,2020,2.02025E+11,100,2020-12-16 00:00:00+00,21:12:00,W,M,32,Multiple,N,N,N,200 BLOCK W WINGOHOCKING ST,0,-75.13044008,40.01918241,25,0,1,1,40.0191824,-75.13044008
0101000020E6100000026C592159C852C05354A29174024440,0101000020110F00001F454C9576E75FC1DC15238D9E925241,12658604,2020,2.02025E+11,100,2020-12-16 00:00:00+00,21:12:00,W,F,26,Multiple,N,N,N,200 BLOCK W WINGOHOCKING ST,0,-75.13044008,40.01918241,25,0,1,0,40.0191824,-75.13044008
0101000020E610000017C3EE9E30CA52C05901955C0BFF4340,0101000020110F0000B352157597EA5FC173BCBD5BD68E5241,12658605,2022,2.02222E+11,100,2022-08-27 00:00:00+00,15:37:00,B,M,37,Buttocks,N,N,N,2500 BLOCK N CHADWICK ST,0,-75.15921758,39.99253423,22,0,1,1,39.99253423,-75.15921758
0101000020E6100000DF347D7640CB52C0A32E089B70FF4340,0101000020110F00004B43583565EC5FC12F0A9798468F5241,12658606,2021,2.02122E+11,400,2021-05-22 00:00:00+00,21:37:00,B,M,19,Neck,N,N,N,2600 BLOCK N 27TH ST,0,-75.1758095,39.99562395,22,0,1,0,39.99562395,-75.1758095
0101000020E6100000DF347D7640CB52C0A32E089B70FF4340,0101000020110F00004B43583565EC5FC12F0A9798468F5241,12658607,2021,2.02122E+11,400,2021-05-22 00:00:00+00,21:37:00,A,F,20,Arm,N,N,N,2600 BLOCK N 27TH ST,0,-75.1758095,39.99562395,22,0,1,0,39.99562395,-75.1758095
0101000020E610000030DCD2CD32CB52C0E71F9630C7FF4340,0101000020110F0000BF1DE8014EEC5FC1E2620F96A68F5241,12658608,2019,2.01939E+11,3100,2019-06-23 00:00:00+00,0:46:00,B,M,24,Back,N,N,N,2600 BLOCK W SOMERSET ST,0,-75.17497583,39.99826629,39,0,1,0,39.99826629,-75.17497583
0101000020E61000006641938A67C952C05BF7A82209FF4340,0101000020110F0000BB674FE741E95FC1E0A1F2E3D38E5241,12658609,2022,2.02226E+11,100,2022-01-17 00:00:00+00,13:38:00,W,M,16,Head,N,N,N,2600 BLOCK N HUTCHINSON ST,1,-75.14694466,39.99246629,26,0,1,1,39.99246629,-75.14694466
0101000020E6100000A81C93C5BDCE52C08BC934FD86F54340,0101000020110F0000B93F5F9552F25FC199011FF54A845241,12658610,2017,2.01712E+11,400,2017-10-29 00:00:00+00,15:42:00,B,M,17,Shoulder,N,N,N,2600 BLOCK S 67TH ST,0,-75.23033275,39.91818204,12,0,1,0,39.91818204,-75.23033275
0101000020E6100000A301FE21A4CE52C004D6DC97D4FA4340,0101000020110F00005480770827F25FC17080DFC32A8A5241,12658611,2016,2.01618E+11,400,2016-05-12 00:00:00+00,19:49:00,B,M,26,Leg,N,N,N,0 BLOCK S 54th St,0,-75.22876787,39.95961284,18,0,1,0,39.95961283,-75.22876787
0101000020E6100000778DAFA05DCB52C0A1EF34BAFFFE4340,0101000020110F0000215E6EBF96EC5FC1AC860976C98E5241,12658612,2017,2.01722E+11,400,2017-01-14 00:00:00+00,20:02:00,B,M,44,Arm,N,N,N,2700 BLOCK W York St,0,-75.17758958,39.99217918,22,0,1,0,39.99217918,-75.17758958
0101000020E6100000CC0E8EE55FCB52C082ED9A6FC8FF4340,0101000020110F00005889189A9AEC5FC164E9BDF7A78F5241,12658613,2020,2.02039E+11,400,2020-05-03 00:00:00+00,17:23:00,B,M,22,Leg,N,N,N,2700 BLOCK N DOVER ST,0,-75.17772807,39.99830432,39,0,1,0,39.99830432,-75.17772807
0101000020E610000017EC2BB418CB52C0DF15C1FFD6FF4340,0101000020110F000031C072AC21EC5FC15CCAFC1CB88F5241,12658614,2022,2.02239E+11,100,2022-08-24 00:00:00+00,20:50:00,B,M,27,Multiple,N,N,N,2800 BLOCK N 26TH ST,0,-75.1733828,39.99874875,39,0,1,1,39.99874875,-75.1733828
0101000020E6100000EA44408D54CE52C0A84B10BFACF54340,0101000020110F00003ADC50DB9FF15FC13553C4C474845241,12658615,2021,2.02112E+11,400,2021-01-10 00:00:00+00,16:13:00,B,M,14,Leg,N,N,N,2800 BLOCK S 64TH ST,0,-75.22391063,39.9193343,12,0,1,0,39.9193343,-75.22391063
0101000020E6100000DB5438DD4DC852C060FC1B512DFF4340,0101000020110F0000916C507263E75FC1F5320400FC8E5241,12658616,2016,2.01624E+11,400,2016-06-07 00:00:00+00,1:49:00,W,M,30,Leg,N,N,N,2800 BLOCK N Lee St,1,-75.12975245,39.99357046,24,0,1,0,39.99357046,-75.12975245
0101000020E6100000260F554281CE52C0942B1FF600FB4340,0101000020110F0000B620F0CBEBF15FC1A48243ED5B8A5241,12658617,2019,2.01919E+11,100,2019-09-03 00:00:00+00,23:30:00,B,M,28,Neck,N,N,N,0 BLOCK N 53rd St,0,-75.22663935,39.96096684,19,0,1,1,39.96096684,-75.22663935
0101000020E61000006E6AE2152FCB52C0C484450300004440,0101000020110F0000BF2EF1B047EC5FC12BEC8395E58F5241,12658618,2020,2.02039E+11,400,2020-09-08 00:00:00+00,1:02:00,B,F,29,Chest,N,N,N,2900 BLOCK N 27TH ST,0,-75.17474887,40.00000039,39,0,1,0,40.00000039,-75.17474887
0101000020E61000006E6AE2152FCB52C0C484450300004440,0101000020110F0000BF2EF1B047EC5FC12BEC8395E58F5241,12658619,2020,2.02039E+11,400,2020-09-08 00:00:00+00,1:02:00,B,M,32,Shoulder,N,N,N,2900 BLOCK N 27TH ST,0,-75.17474887,40.00000039,39,0,1,0,40.00000039,-75.17474887
0101000020E610000006651A4DAECA52C0F8E49B4CE0FF4340,0101000020110F0000BE4026F06CEB5FC1E4AB8E6CC28F5241,12658620,2018,2.01839E+11,300,2018-01-11 00:00:00+00,21:01:00,B,M,28,Multiple,N,N,N,2900 BLOCK N 22ND ST,0,-75.1668885,39.99903257,39,0,1,0,39.99903257,-75.1668885
0101000020E61000004894EE9516CB52C0C5582227FEFF4340,0101000020110F0000AF5166131EEC5FC16554A185E38F5241,12658621,2015,2.01539E+11,400,2015-07-14 00:00:00+00,2:30:00,B,M,70,Foot,N,N,N,2900 BLOCK N 26th St,0,-75.17325352,39.99994363,39,0,1,0,39.99994363,-75.17325352
0101000020E61000002B6608F02BCE52C0E00F811B10F64340,0101000020110F0000CD2B98DE5AF15FC13E4C16CDE2845241,12658622,2019,2.01912E+11,100,2019-08-30 00:00:00+00,22:45:00,B,F,23,Multiple,N,N,N,2900 BLOCK S Robinson St,0,-75.22143174,39.92236656,12,0,1,1,39.92236656,-75.22143174
0101000020E61000002B6608F02BCE52C0E00F811B10F64340,0101000020110F0000CD2B98DE5AF15FC13E4C16CDE2845241,12658623,2019,2.01912E+11,100,2019-08-30 00:00:00+00,22:45:00,B,F,26,Multiple,N,N,N,2900 BLOCK S Robinson St,0,-75.22143174,39.92236656,12,0,1,0,39.92236656,-75.22143174
0101000020E6100000D314E03F06CB52C09508F9452E004440,0101000020110F0000E772C15302EC5FC1A55673DF18905241,12658624,2020,2.02039E+11,100,2020-01-18 00:00:00+00,18:22:00,B,M,59,Chest,N,N,N,3000 BLOCK N Bambrey St,0,-75.17225644,40.00141215,39,0,1,1,40.00141215,-75.17225644
0101000020E6100000D314E03F06CB52C09508F9452E004440,0101000020110F0000E772C15302EC5FC1A55673DF18905241,12658625,2020,2.02039E+11,400,2020-12-10 00:00:00+00,11:40:00,B,M,19,Multiple,N,N,N,3000 BLOCK N BAMBREY ST,0,-75.17225644,40.00141215,39,0,1,0,40.00141215,-75.17225644
0101000020E61000006B127A057BC752C0582ADAE23BFF4340,0101000020110F00003834154FFDE55FC1AC0FBE260C8F5241,12658626,2021,2.02124E+11,100,2021-12-22 00:00:00+00,13:27:00,B,M,25,Head,N,N,N,3000 BLOCK RUTH ST,1,-75.11688363,39.99401508,24,0,1,1,39.99401508,-75.11688363
0101000020E6100000E2806D2FAFC752C0B48295F97DFF4340,0101000020110F0000F7BA1CEA55E65FC1D802E26A558F5241,12658627,2024,2.02424E+11,400,2024-01-06 00:00:00+00,9:23:00,W,M,20,Arm,N,N,N,3100 BLOCK HARTVILLE ST,1,-75.12006747,39.99603195,24,0,1,0,39.99603195,-75.12006746
0101000020E61000003E1B5EB557CF52C05B24AB2ACDFB4340,0101000020110F0000E453790F58F35FC1E9FBE9343E8B5241,12658628,2016,2.01619E+11,400,2016-03-29 00:00:00+00,9:25:00,B,M,14,Back,N,N,N,300 BLOCK N60th St,0,-75.2397283,39.96719869,19,0,1,0,39.96719869,-75.2397283
0101000020E61000004BE0FF5C6ECB52C0F999614082004440,0101000020110F0000B9E8C42CB3EC5FC14D964EFB75905241,12658629,2017,2.01739E+11,400,2017-12-27 00:00:00+00,22:15:00,B,M,27,Leg,N,N,N,3100 BLOCK N 30TH ST,0,-75.17861104,40.00397496,39,0,1,0,40.00397496,-75.17861104
0101000020E61000004BE0FF5C6ECB52C0F999614082004440,0101000020110F0000B9E8C42CB3EC5FC14D964EFB75905241,12658630,2017,2.01739E+11,400,2017-12-27 00:00:00+00,22:15:00,B,M,20,Leg,N,N,N,3100 BLOCK N 30TH ST,0,-75.17861104,40.00397496,39,0,1,0,40.00397496,-75.17861104
0101000020E6100000AA18DFFE39CB52C076C4DFFE75004440,0101000020110F00001E951C395AEC5FC16F1B9D6468905241,12658631,2015,2.01539E+11,3300,2015-05-25 00:00:00+00,12:18:00,B,M,27,Head,N,N,N,3100 BLOCK N 28th St,0,-75.17541477,40.00360094,39,0,1,0,40.00360094,-75.17541477
0101000020E61000002DA924FCDCC952C0DB9D7B3025004440,0101000020110F0000C3EEB36409EA5FC119F72BCD0E905241,12658632,2016,2.01639E+11,400,2016-10-22 00:00:00+00,3:40:00,B,M,26,Unknown,N,N,N,3100 BLOCK NCarlisle St,0,-75.15411285,40.00113494,39,0,1,0,40.00113493,-75.15411285
0101000020E6100000D2CDF6CF30C352C03F8B4A8FCB044440,0101000020110F000050BAEEE3B3DE5FC1D232F7EA36955241,12658633,2016,2.01615E+11,400,2016-04-26 00:00:00+00,1:03:00,W,M,38,Chest,N,N,N,3200 BLOCK Princeton Ave,0,-75.04985427,40.03746215,15,0,1,0,40.03746215,-75.04985427
0101000020E61000004BD52C8661CE52C01552E17CA8FB4340,0101000020110F000090553DE4B5F15FC1A1EAB28F158B5241,12658634,2021,2.02116E+11,400,2021-08-09 00:00:00+00,18:29:00,B,M,24,Multiple,N,N,N,300 BLOCK N 52ND ST,0,-75.2247024,39.96607934,16,0,1,0,39.96607934,-75.2247024
0101000020E610000077BDF2286EC852C04B33A3401B004440,0101000020110F000037E5E14D9AE75FC1AA3ED0C803905241,12658635,2020,2.02025E+11,400,2020-05-11 00:00:00+00,8:34:00,B,M,39,Multiple,N,N,N,3300 BLOCK N HANCOCK ST,1,-75.13172363,40.00083168,25,0,1,0,40.00083168,-75.13172363
0101000020E61000005636832A3BCC52C0278007AB56FB4340,0101000020110F0000F1AD920D0FEE5FC1321558E5BA8A5241,12658636,2019,2.01916E+11,400,2019-03-06 00:00:00+00,16:46:00,B,M,23,Multiple,N,N,N,3300 BLOCK Brandywine St,0,-75.19111122,39.9635824,16,0,1,0,39.9635824,-75.19111121
0101000020E6100000A76FE36040CA52C00389166EB3004440,0101000020110F000093BF2939B2EA5FC174C04382AC905241,12658637,2016,2.01639E+11,400,2016-04-04 00:00:00+00,14:36:00,B,M,64,Stomach,N,N,N,3300 BLOCK N 19th St,0,-75.16017935,40.00547577,39,0,1,0,40.00547577,-75.16017935
0101000020E61000008730236184C852C03568435953004440,0101000020110F0000B220D80BC0E75FC17F0B96FA41905241,12658638,2017,2.01725E+11,400,2017-03-12 00:00:00+00,10:07:00,W,M,27,Foot,N,N,N,3400 BLOCK NPhilip St,1,-75.1330798,40.0025436,25,0,1,0,40.0025436,-75.1330798
0101000020E61000005D921C1396C752C0981847BC27004440,0101000020110F0000A86BF8422BE65FC14162D19F11905241,12658639,2023,2.02325E+11,400,2023-04-17 00:00:00+00,21:59:00,W,M,29,Shoulder,N,N,N,3400 BLOCK E STREET,1,-75.11853483,40.00121263,25,0,1,0,40.00121263,-75.11853483
0101000020E6100000F352F34DC1C652C0A4CE71A8BEFF4340,0101000020110F0000687B9ED9C1E45FC1E50A9B209D8F5241,12658640,2022,2.02224E+11,400,2022-04-08 00:00:00+00,15:26:00,W,M,30,Stomach,N,N,N,3400 BLOCK HELEN ST,1,-75.10554837,39.99800592,24,0,1,0,39.99800592,-75.10554837
0101000020E61000006744CC99ABCF52C085FC7D1013FB4340,0101000020110F0000AC1A5A8FE6F35FC13CA365FC6F8A5241,12658641,2021,2.02118E+11,400,2021-08-31 00:00:00+00,1:14:00,B,M,33,Multiple/Head,N,N,N,0 BLOCK S 62ND ST,0,-75.24484868,39.9615193,18,0,1,0,39.9615193,-75.24484868
0101000020E6100000F8E9705B38CA52C0196547F4FC004440,0101000020110F0000F0152D99A4EA5FC1A7F71E08FE905241,12658642,2020,2.02039E+11,400,2020-05-09 00:00:00+00,18:20:00,B,M,19,Head,N,N,N,3500 BLOCK N 19TH ST,0,-75.15968977,40.00771955,39,0,1,0,40.00771955,-75.15968977
0101000020E610000082D62E338DCF52C0482F515A0BFB4340,0101000020110F00007F1CCCEBB2F35FC1902EE670678A5241,12658643,2018,2.01818E+11,400,2018-07-10 00:00:00+00,23:37:00,B,M,16,Arm,N,N,N,0 BLOCK S 61ST ST,0,-75.24299317,39.96128396,18,0,1,0,39.96128396,-75.24299316
0101000020E6100000EBDF37B605CA52C0C7FE47E06E014440,0101000020110F0000C1C470924EEA5FC1329F3A5A7C915241,12658644,2016,2.01639E+11,400,2016-04-27 00:00:00+00,18:37:00,B,M,24,Multiple,N,N,N,3700 BLOCK N Bouvier St,0,-75.15659862,40.01119617,39,0,1,0,40.01119617,-75.15659862
0101000020E6100000EBDF37B605CA52C0C7FE47E06E014440,0101000020110F0000C1C470924EEA5FC1329F3A5A7C915241,12658645,2016,2.01639E+11,400,2016-04-27 00:00:00+00,18:37:00,B,M,23,Multiple,N,N,N,3700 BLOCK N Bouvier St,0,-75.15659862,40.01119617,39,0,1,0,40.01119617,-75.15659862
0101000020E6100000AF7D5C7623C952C06103BF995A014440,0101000020110F00004A2CBC43CEE85FC16A76A7DE65915241,12658646,2021,2.02125E+11,400,2021-08-22 00:00:00+00,23:44:00,B,M,24,Neck,N,N,N,3800 BLOCK N PERCY ST,0,-75.14278945,40.01057741,25,0,1,0,40.01057741,-75.14278945
0101000020E6100000DD53C596D6CC52C0573F99F3CAFB4340,0101000020110F000056F7EE0D17EF5FC17FF283C03B8B5241,12658647,2023,2.02316E+11,100,2023-02-15 00:00:00+00,21:47:00,B,M,22,Multiple,N,N,N,3900 BLOCK FOLSOM ST,0,-75.20059747,39.96713109,16,0,1,1,39.96713109,-75.20059747
0101000020E6100000DD53C596D6CC52C0573F99F3CAFB4340,0101000020110F000056F7EE0D17EF5FC17FF283C03B8B5241,12658648,2023,2.02316E+11,100,2023-02-15 00:00:00+00,21:47:00,B,M,22,Multiple,N,N,N,3900 BLOCK FOLSOM ST,0,-75.20059747,39.96713109,16,0,1,0,39.96713109,-75.20059747
0101000020E6100000B473FD2F95C652C0C6A9528A08014440,0101000020110F000071D6B0E976E45FC11E43E7E00A915241,12658649,2016,2.01624E+11,300,2016-05-04 00:00:00+00,22:50:00,W,M,17,Foot,N,N,N,4000 BLOCK L St,1,-75.10285568,40.00807313,24,0,1,1,40.00807313,-75.10285568
0101000020E6100000483A5EDC61C852C064BDA47376034440,0101000020110F0000CAC4B36985E75FC19BDFF68EBC935241,12658650,2015,2.01535E+11,400,2015-07-23 00:00:00+00,21:40:00,B,M,28,Arm,N,N,N,400 BLOCK W Ruscomb St,0,-75.13097295,40.02705236,35,0,1,0,40.02705236,-75.13097295
0101000020E610000045AB078AE7C752C0A310D8071FFF4340,0101000020110F0000C7D625A3B5E65FC13BF2A929EC8E5241,12658651,2015,2.01524E+11,400,2015-07-13 00:00:00+00,15:22:00,W,M,29,Arm,N,N,N,400 BLOCK E Cambria St,1,-75.12350703,39.99313448,24,0,1,0,39.99313448,-75.12350703
0101000020E610000059A1AB216FCA52C05EA7AA33EBF84340,0101000020110F000027FE57A301EB5FC1A175AA900C885241,12658652,2021,2.02106E+11,400,2021-08-08 00:00:00+00,22:45:00,B,M,19,Leg,N,N,N,400 BLOCK S 13TH ST,0,-75.16303293,39.94467779,6,0,1,0,39.94467779,-75.16303293
0101000020E610000059A1AB216FCA52C05EA7AA33EBF84340,0101000020110F000027FE57A301EB5FC1A175AA900C885241,12658653,2021,2.02106E+11,400,2021-08-08 00:00:00+00,18:45:00,B,M,19,ARM,N,N,N,400 BLOCK S 13TH ST,0,-75.16303293,39.94467779,6,0,1,0,39.94467779,-75.16303293
0101000020E610000059A1AB216FCA52C05EA7AA33EBF84340,0101000020110F000027FE57A301EB5FC1A175AA900C885241,12658654,2021,2.02106E+11,400,2021-08-08 00:00:00+00,22:45:00,B,M,19,Buttocks,N,N,N,400 BLOCK S 13TH ST,0,-75.16303293,39.94467779,6,0,1,0,39.94467779,-75.16303293
0101000020E61000005541981D5AC852C08AAF5506FE034440,0101000020110F0000571FC34178E75FC12D5919EE52945241,12658655,2015,2.01535E+11,400,2015-09-28 00:00:00+00,23:10:00,B,M,19,Leg,N,N,N,400 BLOCK W Wellens St,0,-75.13050022,40.03118972,35,0,1,0,40.03118972,-75.13050022
0101000020E6100000CC9FA9B6DFC952C00E2439AAE4024440,0101000020110F00005C5535070EEA5FC1A9D44ADE1A935241,12658656,2016,2.01635E+11,400,2016-02-15 00:00:00+00,18:34:00,B,M,33,Buttocks,N,N,N,4500 BLOCK N Bouvier St,0,-75.15427939,40.0226033,35,0,1,0,40.0226033,-75.15427939
0101000020E61000003F91A310B3C952C0629BD86CFA024440,0101000020110F0000D3B72930C2E95FC17A016C0033935241,12658657,2020,2.02035E+11,400,2020-08-05 00:00:00+00,20:40:00,B,M,21,Stomach,N,N,N,4500 BLOCK N 16TH ST,0,-75.15155426,40.02326737,35,0,1,0,40.02326737,-75.15155426
